,B Cells,Blood Cells,CM1,CM2,CM3,CM4,CM5,EC,EPI,EndoEC,FB,Glial,Macrophage,Pericyte/SMC,T cells
Ccdc84,0.03023477,0.012230649,0.094768226,0.13840097,0.12908357,0.0024643952,0.05610898,0.02485848,0.05066339,0.02770192,0.021551322,0.044206705,0.032446776,0.014666489,0.015434407
Ccdc85a,0.024968216,0.044775434,0.0009171621,0.017334808,0.006348928,0.022777071,0.004065314,0.27392545,0.06686487,0.027501103,0.0061120465,0.027246201,0.0069793905,0.03284626,0.010987171
Ccdc85b,0.032610856,0.15096216,0.026492406,0.05929116,0.03245625,0.19806287,0.04179114,0.9146311,0.27181444,0.48920667,0.08285593,0.1452466,0.04313091,0.15985659,0.022118395
Ccdc86,0.056819268,0.009446431,0.029506538,0.044100273,0.041484144,0.09103268,0.049306046,0.04053498,0.37050784,0.07158164,0.071162306,0.055021066,0.13339414,0.019228978,0.12521514
Ccdc88a,0.1187495,0.04783046,0.004662326,0.7553386,0.055732403,0.006678672,0.24035823,0.2661684,0.42463663,0.29989916,0.3537441,0.1522864,0.25219715,0.22822009,0.10344767
Ccdc9,0.007950115,0.017112974,0.021187196,0.050314393,0.039025974,0.03586529,0.06609587,0.08703918,0.23146722,0.0899514,0.08093511,0.05342115,0.11163276,0.0377919,0.10910094
Ccdc90b,0.04797998,0.050427295,0.09415701,0.1668379,0.10106443,0.26589054,0.08420457,0.077319756,0.3636761,0.15913816,0.21254794,0.10043786,0.10316968,0.09836844,0.09751152
Ccdc91,0.017355498,0.0032173682,0.06575357,0.11296142,0.086911716,0.00811314,0.070929304,0.040913705,0.14433487,0.046683077,0.05237873,0.06740549,0.037124515,0.023045871,0.033046376
Ccdc93,0.024089117,0.0122333225,0.122874744,0.1382029,0.115800954,0.007174869,0.09227559,0.024363782,0.10352527,0.040093515,0.03611581,0.042582966,0.096374534,0.02013777,0.032838732
Ccdc97,0.040746123,0.021613806,0.016120072,0.028446354,0.05699223,0.04398556,0.03526252,0.047375455,0.11952772,0.06527184,0.048266638,0.023085818,0.042139664,0.02197086,0.025573974
Ccer1,0.13761272,0.032233026,0.00024626657,0.004619382,0.002009056,0.0016119685,0.0025330628,0.00015333794,0.0033370834,0.0022162213,0.00085415336,0.5237057,0.00036291935,0.0025228288,0.06394095
Cchcr1,0.0062271645,0.013184331,0.001162659,0.08912232,0.010074613,0.0062778727,0.039436024,0.036548436,0.113926336,0.040911734,0.05520743,0.04301591,0.027813397,0.020806916,0.0350603
Cck,0.3238807,0.075785816,0.00041614662,0.0044747833,0.003096023,0.0049175257,0.005388175,0.00040755747,0.014356053,0.0021399688,0.012137589,0.5558949,0.002929175,0.009185961,0.32246932
Ccl11,0.12295784,0.020248506,0.00037253392,0.003933787,0.0018286466,0.0015396739,0.003524747,0.00046261365,0.006615356,0.0034657854,0.019819686,0.5255258,0.0038908117,0.015904166,0.10338952
Ccl12,0.008264455,0.014361912,0.007078912,0.007266734,0.0071328753,0.017511573,0.004457825,0.010749023,0.09121674,0.020187903,0.02545515,0.044474576,1.2194264,0.010450925,0.067250215
Ccl17,0.2836314,0.09632559,0.00085895567,0.009037026,0.0017894027,0.003609081,0.003905806,0.0006051154,0.008099817,0.0029347544,0.0054245433,0.5611324,0.02527763,0.00088370155,0.37804672
Ccl19,0.041806094,0.008704591,0.00019444655,0.0035293815,0.0016279801,0.0015382376,0.0020453138,0.0001099147,0.002742945,0.0015908034,0.003160798,0.3198544,0.00027458963,0.0007906008,0.027815133
Ccl2,0.055113222,0.1097518,0.05914787,0.083383396,0.06207318,0.15938209,0.08394791,0.13056235,2.8941126,0.88867325,2.6772046,0.16249572,5.0771527,0.35316867,0.32714856
Ccl20,0.545056,0.47207507,0.00030648292,0.029719518,0.0036396524,0.0028056975,0.0045882287,0.0009597096,0.020543968,0.011395223,0.0017078575,0.898536,0.00085000653,0.0014128634,0.5778118
Ccl21a,0.5917827,0.37350422,0.005202886,0.06452812,0.01242236,0.028852714,0.009963329,0.16000684,0.054966692,0.64723784,0.003668003,0.9097054,0.005591508,0.0031002536,0.41918185
Ccl22,0.093962066,0.04524023,0.00052017946,0.008796763,0.00186041,0.0024684554,0.0053378595,0.0004412769,0.014362585,0.0034341689,0.00063882116,0.4067099,0.08617688,0.0011879037,0.19478945
Ccl24,0.021304341,0.0143704545,0.008896979,0.0034440004,0.012368951,0.023540448,0.02037871,0.008792231,0.1713051,0.025680678,0.04390016,0.043762594,1.6118536,0.0085334545,0.08618598
Ccl25,0.0123063605,0.020074235,0.036620364,0.18835843,0.10725351,0.0022375504,0.084901206,0.02697617,0.089110695,0.046393257,0.0609119,0.0677446,0.019177916,0.023995664,0.044425264
Ccl3,0.4972226,0.25531918,0.0012822904,0.008072427,0.0023777464,0.006544974,0.0026531236,0.0037064394,0.80089635,0.014087642,0.084063254,0.09309174,5.9291654,0.0068984614,1.0913031
Ccl4,0.2524287,0.072413035,0.008738235,0.007477044,0.0054324535,0.030727232,0.024454597,0.01303131,1.0550323,0.024277113,0.08718398,0.17520353,13.065093,0.0060229455,1.3952019
Ccl5,0.012828586,0.016217334,0.001869014,0.010772077,0.0021549803,0.0049210186,0.0017109005,0.0068585994,0.17194791,0.009862268,0.040420707,0.07434917,0.5699254,0.005414608,2.563878
Ccl6,0.09674594,0.041160643,0.04511485,0.062032253,0.0394349,0.100727424,0.047334503,0.0310188,0.54453355,0.0924047,0.15226287,0.063454315,6.0296693,0.03032468,0.50709206
Ccl7,0.07852569,0.06254408,0.02969518,0.027654191,0.030554058,0.058727894,0.049309228,0.038336385,1.4113845,0.33093154,0.7732638,0.057331868,2.1085782,0.04721862,0.21969403
Ccl8,0.1939446,0.04177625,0.00050868274,0.004739073,0.002644671,0.0024624977,0.002276583,0.0005282678,0.020078758,0.0021098345,0.0013064152,0.4469056,0.039004292,0.00074666465,0.1820131
Ccl9,0.06309963,0.017955516,0.016255615,0.01717534,0.012095776,0.051401585,0.04174978,0.022409681,0.32870868,0.06866117,0.107078135,0.034854125,3.328868,0.011443015,0.32968104
Ccm2,0.18481116,0.06211693,0.0033886796,0.05046066,0.02636949,0.039270267,0.105773985,0.12269791,0.32861093,0.18207616,0.17257437,0.04083946,0.20737737,0.099461466,0.14840488
Ccna2,0.09947631,0.037653588,0.024583397,0.35420623,0.02555482,0.28482962,0.01942488,0.11750249,0.4026031,0.12968996,0.17269944,0.18992081,0.11381004,0.103184074,0.1712933
Ccnb1,0.03819849,0.098800294,0.018885694,0.46853346,0.020009391,0.32559586,0.018934341,0.10490676,0.3246968,0.17231967,0.17735814,0.08536985,0.11978653,0.09946417,0.12505753
Ccnb2,0.10325396,0.09402761,0.04020878,0.65510046,0.061564468,0.29491746,0.0429268,0.21734345,0.40638083,0.22056554,0.25638577,0.13277592,0.17720337,0.14402653,0.27969158
Ccnc,0.02965406,0.008324754,0.027925905,0.11892611,0.06255692,0.04515336,0.07530968,0.042179298,0.16207309,0.092020676,0.11814764,0.12558885,0.085242525,0.05262854,0.053977866
Ccnd1,0.020390103,0.10373119,0.0706403,0.14396675,0.060985103,0.27920434,0.08904836,0.9281863,0.3799275,0.20165125,0.30292147,0.33497143,0.08858087,0.32987466,0.021464223
Ccnd2,0.14628866,0.17030916,0.3059257,0.26324803,0.318239,0.95940644,0.32874212,0.8979518,1.3822116,1.4860125,0.58526164,0.087945335,0.16539529,1.3515927,0.9269093
Ccnd3,0.38835445,0.21967702,0.34450603,0.37588578,0.4138238,0.7899113,0.29725978,0.72723466,1.968572,1.1342134,0.9824278,0.20013592,0.4862303,0.55903214,0.56879383
Ccndbp1,0.05672055,0.3238132,0.05234051,0.063922964,0.049566746,0.17222613,0.070336066,0.09212276,0.26524037,0.11167573,0.10153618,0.18444468,0.13305877,0.073354885,0.15358143
Ccne1,0.012180717,0.00637064,0.007314112,0.087577194,0.0032780578,0.0469983,0.008565556,0.020835456,0.22925523,0.05101473,0.06793942,0.13792838,0.02248773,0.029040752,0.09190682
Ccne2,0.03269094,0.016972955,0.0016464161,0.3166196,0.02127392,0.024046099,0.00845651,0.04408383,0.16231044,0.064601794,0.05822504,0.11617874,0.015935337,0.033968523,0.03766676
Ccnf,0.014623608,0.010467816,0.0004383571,0.45247945,0.00532538,0.03362477,0.0025185947,0.012088046,0.057723414,0.057303093,0.018081281,0.05407692,0.030839302,0.0080465805,0.020473504
Ccng1,0.033097338,0.027934218,0.30853987,0.3315824,0.36981747,0.70972776,0.17952648,0.06976635,0.57365894,0.10796316,0.1906891,0.06608951,0.19587101,0.07183625,0.16508521
Ccng2,0.36072773,0.031131873,0.04301746,0.14405988,0.052874528,0.16880697,0.060141698,0.19076246,0.12484687,0.22254795,0.20746922,0.16191664,0.21291448,0.071519926,0.26640397
Ccnh,0.09080895,0.06617134,0.12241354,0.16323024,0.14026816,0.104949564,0.13056529,0.108126745,0.4266945,0.1648815,0.2716789,0.13306503,0.1864881,0.0933536,0.23057501
Ccni,0.2094462,0.11434994,0.28931537,0.4058645,0.33939716,0.6578898,0.2331219,0.38540244,0.734908,0.4898689,0.5098333,0.4269216,0.42385837,0.2977095,0.35768342
Ccnjl,0.030765356,0.022839222,0.16998677,0.33564416,0.24112274,0.0033771251,0.067486264,0.04977444,0.009025434,0.17181706,0.018875217,0.02374285,0.0048362683,0.020460662,0.016502082
Ccnk,0.04926268,0.005440684,0.044984918,0.09262572,0.08307134,0.039080646,0.13397706,0.050087087,0.116383575,0.04308991,0.06666036,0.106574036,0.07085956,0.022294262,0.15334952
Ccnl1,0.5619127,0.06274517,0.72553426,0.8684064,0.7646122,0.30529943,1.3764795,0.9684983,1.3828292,1.1064174,1.2356445,0.72889656,1.1584419,0.7857657,1.0339876
Ccnl2,0.2672003,0.118798465,0.7185545,0.9100788,0.8755015,0.0034360304,0.8470258,0.3458472,0.6418464,0.4774835,0.37530807,0.17091365,0.24422783,0.24376163,0.33878526
Ccnt1,0.2845955,0.08413721,0.14855431,0.26671094,0.1890175,0.015871966,0.28078035,0.2292966,0.2744179,0.26677328,0.21409027,0.14886636,0.16897523,0.16304816,0.32487708
Ccnt2,0.14465524,0.026737025,1.0673267,1.6752596,1.2021223,0.0030678355,1.0244856,0.115171574,0.18277647,0.13485292,0.12293358,0.06462527,0.094483085,0.08628245,0.1294471
Ccny,0.044773396,0.10091631,0.017079389,0.22914453,0.10998323,0.014165714,0.22486866,0.37346718,0.44603243,0.32275212,0.2282443,0.15714107,0.2524143,0.12428688,0.1559773
Ccnyl1,0.039306078,0.030023446,0.005897212,0.10430761,0.034462184,0.013220164,0.089841396,0.11777566,0.12685171,0.11748945,0.060698457,0.023368254,0.0519723,0.041550975,0.027538272
Ccpg1,0.0068740384,0.0055234144,0.0015857945,0.0031940434,0.00483471,0.003899696,0.001967471,0.0017681237,0.070510626,0.0056457543,0.026396278,0.028423129,0.021820476,0.0014792769,0.02179475
Ccr1,0.0917484,0.019540433,0.0058855745,0.0039635245,0.004825488,0.021030428,0.014550952,0.0089539355,0.07033089,0.018396476,0.016965449,0.02146002,0.97031236,0.0077020144,0.04165611
Ccr2,0.019617653,0.006638352,0.002591721,0.006773785,0.0041540996,0.012409656,0.00723178,0.0026664939,0.012531645,0.008715273,0.008513054,0.037096865,0.59417194,0.0014085147,0.12450105
Ccr3,0.009181812,0.003772692,0.00019203234,0.0034160234,0.0015528821,0.0011591938,0.0018997701,0.0004194965,0.008925897,0.0023163892,0.0010104039,0.07770394,0.017511902,0.00030108675,0.015029326
Ccr5,0.025800657,0.003817378,0.0014093696,0.0047114324,0.0048155007,0.0071205376,0.0029554204,0.0053486866,0.023340588,0.0109634455,0.008122871,0.033911835,0.43732443,0.004940832,0.029635565
Ccr7,0.9353005,0.0054278304,0.0012688162,0.005660296,0.0017824074,0.003055046,0.0030094755,0.0015654644,0.025429722,0.006331004,0.0040600607,0.14619333,0.06582242,0.0011091587,0.31503013
Ccrl2,0.2976016,0.11868325,0.017368412,0.019595644,0.0067923767,0.033624377,0.01897447,0.005839091,0.41735026,0.02855092,0.072771065,0.05274134,2.4339778,0.016113944,0.197183
Ccs,0.023331778,0.020650158,0.120638266,0.15931815,0.14763917,0.23269483,0.10841693,0.18762389,0.5002826,0.25815234,0.3089433,0.13218164,0.17482504,0.14034732,0.20295905
Ccser1,0.006157009,0.017484471,0.0020592797,0.07030152,0.01604778,0.0031746384,0.08425607,0.022203678,0.0055197305,0.77957135,0.0008317635,0.027147198,0.0016072249,0.0009121568,0.0056541986
Ccser2,0.034228988,0.12119914,0.36078668,0.80522704,0.42383447,0.45991492,0.41643035,0.5019313,0.5200949,0.48958048,0.38932627,0.45261213,0.07746936,0.25482106,0.07124733
Cct2,0.35395503,0.011114614,0.18999901,0.28820685,0.19265375,0.9252459,0.26799425,0.27758303,1.4083266,0.48654705,0.5420659,0.1755659,0.42476094,0.166678,1.2765753
Cct3,0.31237108,0.052294243,0.35870317,0.5058758,0.44302776,1.1718621,0.5591182,0.40013942,1.9911759,0.7101934,0.6949433,0.4073447,0.6743019,0.31480584,1.088813
Cct4,0.29741412,0.015380282,0.23246528,0.34745175,0.3289846,0.8390313,0.3109445,0.30583608,1.6994295,0.46079224,0.66496867,0.302125,0.66447926,0.18164395,1.890194
Cct5,0.22928509,0.0149493925,0.18004096,0.21662873,0.20017831,0.8330507,0.2080529,0.26378065,1.8646059,0.47183588,0.65310204,0.30997065,0.5465718,0.14468177,1.474606
Cct7,0.1427893,0.013181898,0.24092719,0.35610804,0.32062784,1.264146,0.3438589,0.42614016,2.0203712,0.64287287,0.6526936,0.2591427,0.5593823,0.20645389,1.2224374
Cct8,0.40058276,0.013237913,0.23943527,0.3686347,0.28333598,1.2795786,0.54386467,0.32296038,1.941783,0.58831173,0.8443126,0.33924356,0.84881914,0.28912434,1.1392108
Ccz1,0.07964633,0.054331265,0.0668955,0.20792115,0.09272007,0.035863634,0.128337,0.14222401,0.3638546,0.23943761,0.19802365,0.085258305,0.22079006,0.09743581,0.15867315
Cd109,0.024896732,0.04144833,0.0020315312,0.048980962,0.016223101,0.015210528,0.06556657,0.21798646,0.115614824,0.10155337,0.04586484,0.36734408,0.05664068,0.04869803,0.0106697455
Cd14,0.28924605,0.028917618,0.008770862,0.0060052467,0.013303394,0.051379032,0.021555915,0.03496055,0.8482952,0.090436615,0.08275492,0.051719647,5.580089,0.011590717,0.46092984
Cd151,0.080955185,0.26090527,0.24198234,0.26003897,0.28743654,0.75967246,0.2560148,1.1057491,2.8181703,1.5447333,0.3721061,0.966256,0.22102885,0.59212446,0.09434107
Cd163,0.041076176,0.008854829,0.0010537622,0.009652085,0.0036013445,0.0030140984,0.0084475,0.00012236602,0.007975558,0.002403417,0.0009599848,0.50136214,0.15100664,0.00060674024,0.044971082
Cd163l1,0.46060523,0.40311468,0.0006593527,0.028167235,0.0044104503,0.0036908807,0.007755141,0.00035251037,0.04008704,0.0154719325,0.0003345891,0.7883945,0.018618872,0.0007839488,0.8225635
Cd164,0.39233708,0.07286338,0.2059616,0.36543804,0.22686757,0.88063455,0.22574581,0.24313748,0.80449456,0.5035294,0.5615739,0.2571037,0.5410534,0.2292541,0.36510113
Cd177,0.012589021,0.008767595,0.00045603243,0.006155496,0.001510005,0.0021109055,0.0019134539,0.00050782046,0.0044780183,0.0016018896,0.0007641714,0.2051386,0.13653275,0.0017143391,0.02954531
Cd180,0.05928341,0.0032912823,0.0014065428,0.00910764,0.006485278,0.008946866,0.012370281,0.000718756,0.009550197,0.007913838,0.0021260565,0.025266923,0.23657471,0.002222656,0.017132206
Cd19,0.4895669,0.0034734828,0.00058278744,0.00276491,0.0015638567,0.0014900904,0.006729502,0.00041453037,0.0046948916,0.0027082118,0.0008317629,0.021799555,0.005642131,0.0016526062,0.0063810563
Cd1d1,0.1771444,0.04593105,0.06970755,0.10814817,0.112659745,0.13818198,0.008783864,0.06181295,0.16912575,0.13700481,0.03993354,0.06663136,0.03858383,0.021693608,0.13211425
Cd2,0.12103993,0.0041671377,0.0010997469,0.004818171,0.0014261717,0.0023528268,0.0051603992,0.0011743783,0.0068216166,0.0019901756,0.0031969855,0.058632836,0.013788794,0.00055565435,0.23589957
Cd200,0.093470156,0.14098974,0.008020593,0.04934667,0.015119124,0.11842693,0.018278746,0.6568818,2.9239073,1.3416405,0.55970204,0.4795196,0.10156178,0.41034466,0.09402255
Cd200r1,0.013040703,0.003635757,0.00055382063,0.009228775,0.002531281,0.006554889,0.0022505512,0.0006475669,0.025584962,0.016371392,0.0030744895,0.042245224,0.18266352,0.0010674857,0.025247164
Cd200r4,0.017648887,0.0043758587,0.00092129014,0.0035494238,0.0024589216,0.0019756071,0.0028472971,0.00025893332,0.0013501551,0.0036750475,0.00042460923,0.092861764,0.026763432,0.00042882847,0.09846454
Cd207,0.40325728,0.21857452,0.0004537205,0.0068868063,0.00249564,0.0018816899,0.002885775,0.00027443972,0.0069375997,0.004853866,0.0005825613,0.6867669,0.02647729,0.00045294836,0.5085692
Cd209a,0.47639978,0.15484096,0.0003083082,0.008356136,0.002211607,0.003191156,0.002912487,0.00016579838,0.0044186986,0.00350002,0.0002250497,0.64472014,0.013226375,0.0006141203,0.5465638
Cd209d,0.06950162,0.039677396,0.00021235277,0.004900058,0.0019147617,0.0016134667,0.0037138588,0.00019639164,0.0023377105,0.0024100041,0.000391738,0.52667254,0.0062191766,0.00075144623,0.13347036
Cd209f,0.47218415,0.6288113,0.0006991594,0.03802017,0.005515281,0.0048789773,0.00887614,0.00021186205,0.060017236,0.024780726,0.00032685904,0.63669246,0.019153459,0.0009768303,0.5928092
Cd247,0.024505975,0.0068888906,0.00060712686,0.0061997287,0.002776567,0.002280614,0.002356807,0.011431495,0.0061012446,0.002231884,0.0010104582,0.06899702,0.0038533448,0.0018324015,0.20462814
Cd248,0.025322143,0.01700802,0.0011459702,0.017129721,0.003966481,0.04592027,0.0067593213,0.013875064,0.6373281,0.024408054,0.20085947,0.05285338,0.035230756,0.258554,0.036357287
Cd24a,2.0672953,2.6458533,0.018150968,0.021751104,0.028148737,0.12702525,0.048733052,0.0137343,0.17974341,0.10441898,0.029407445,0.21929151,0.7734612,0.014849493,1.2108603
Cd27,0.07205836,0.033691574,0.07633192,0.09941791,0.097567454,0.002054757,0.031908747,0.08209941,0.10589676,0.16780975,0.0541516,0.05105779,0.06791504,0.052643977,0.5172913
Cd274,0.06457277,0.005517894,0.0019826666,0.0034711384,0.0057691755,0.001282316,0.0023717752,0.012023225,0.026006855,0.0035699613,0.004983716,0.029255044,0.15985163,0.0027350925,0.034383465
Cd276,0.0063944682,0.01971077,0.009933497,0.01278851,0.021069234,0.05363083,0.023936033,0.058686372,0.19057953,0.07905006,0.10017625,0.04551651,0.029288977,0.035029702,0.022656396
Cd28,0.10303788,0.003747361,0.015854513,0.018200077,0.011424138,0.0023722881,0.0039004295,0.0010008106,0.010772194,0.0022172874,0.0075685144,0.03940705,0.03228218,0.0027652618,0.7436091
Cd2ap,0.06880012,0.085623674,0.28070572,0.6825347,0.3892057,0.0046847174,0.2539953,0.33643132,1.7728956,0.52285695,0.19212502,0.08748436,0.14859138,0.12004527,0.061364897
Cd2bp2,0.07653219,0.012179745,0.04175813,0.08792134,0.08893939,0.14908487,0.06406115,0.12920189,0.3056849,0.121354856,0.13254337,0.099650785,0.104122855,0.058262512,0.08936372
Cd300a,0.006941584,0.0053245015,0.004061767,0.012185744,0.007940337,0.015587556,0.0057666227,0.0060473923,0.021672266,0.02033314,0.0085719805,0.043071188,0.58993024,0.0222572,0.009172899
Cd300e,0.016099483,0.0054137087,0.00037942192,0.003625931,0.0015650123,0.00132619,0.0017675902,0.00030339175,0.0025982067,0.0016208503,0.0007953392,0.24392578,0.024888892,0.00032893402,0.012015312
Cd300lb,0.011630769,0.0067635714,0.0008872869,0.004393611,0.0035836254,0.0058588996,0.004971945,0.0006281419,0.010576619,0.002822904,0.0027268422,0.030336,0.15109703,0.0019413376,0.006332889
Cd300ld,0.020441435,0.013850056,0.00028729095,0.0035311372,0.0014807945,0.009569644,0.002889814,0.0006091374,0.004652221,0.0015647414,0.0007400421,0.02786403,0.0922707,0.0004395679,0.012268681
Cd300lf,0.021325218,0.010734224,0.008106328,0.0061602807,0.003832179,0.0032512015,0.011325102,0.0065119597,0.041783318,0.008196179,0.012282634,0.02479122,0.48695922,0.003921613,0.031228654
Cd300lg,0.02674934,0.1674583,0.013322425,0.04140545,0.0074343244,0.09824529,0.01862092,0.8167449,0.06892402,0.17572978,0.026044501,0.022074122,0.038398627,0.124170296,0.0094501665
Cd302,0.03330198,0.019837549,0.06805144,0.08293075,0.0542848,0.12400902,0.034356736,0.104701504,0.29656163,0.22066936,0.64515114,0.10871343,0.5380879,0.26504967,0.020401334
Cd320,0.043043066,0.008513121,0.030818922,0.04584476,0.041357562,0.06784418,0.049563453,0.054048944,0.27754524,0.11509176,0.13873035,0.08424403,0.04607388,0.042897712,0.084642835
Cd33,0.047867484,0.010766347,0.0034032825,0.0062820385,0.0035495157,0.01468375,0.008700535,0.0027094474,0.035103764,0.007184426,0.0100327665,0.021648727,0.290315,0.004069917,0.014589984
Cd34,0.22338496,0.7402928,0.09133008,0.13018666,0.09168333,0.4166269,0.0814691,2.9154367,1.6344862,1.9175183,2.4423609,0.08473208,0.2794581,0.32260227,0.42919344
