,B Cells,Blood Cells,CM1,CM2,CM3,CM4,CM5,EC,EPI,EndoEC,FB,Glial,Macrophage,Pericyte/SMC,T cells
Senp8,0.006477449,0.009279213,0.10717554,0.33787224,0.11893241,0.00436657,0.16846319,0.004299699,0.04284407,0.00956126,0.012886797,0.024358785,0.006192426,0.007150329,0.015694398
Sephs1,0.031666297,0.035647247,0.042170823,0.17016426,0.077127635,0.12767746,0.026656773,0.092595674,0.29041013,0.1253147,0.17252627,0.06389315,0.067756236,0.08540944,0.10597243
Sephs2,0.11797505,0.028014164,0.035182387,0.08907876,0.059748802,0.23213573,0.044565998,0.054787107,0.23845899,0.10458738,0.06661178,0.023786556,0.26003602,0.050087273,0.22974488
Sept1,0.38255993,0.043940324,0.09827333,0.15290818,0.10464037,0.004018904,0.064971864,0.07944546,0.08240934,0.0615553,0.04399828,0.06423516,0.019856181,0.031493388,0.7178855
Sept10,0.010945353,0.07795696,0.011283103,0.30347103,0.021163492,0.09987351,0.05626604,0.26543358,0.29212087,0.21739845,0.18025555,0.2003673,0.045980114,0.14063695,0.010614955
Sept11,0.22237149,0.09020338,0.041078832,0.1727184,0.10212366,0.28653127,0.17185031,0.4154986,0.53493315,0.8902781,1.4511322,0.24265015,0.46909443,0.7518532,0.3994827
Sept2,0.12421961,0.15790376,0.38777775,0.5952664,0.47627273,0.8002607,0.72902286,0.63539684,1.5243169,0.90077096,0.9947471,0.9062265,0.4929978,0.48582768,0.28169724
Sept4,0.023014523,0.20518395,0.03489621,0.05436202,0.023910176,0.12483694,0.01889167,0.92133117,0.098435596,0.20369537,0.18416712,0.03853073,0.041258913,0.7969217,0.065059744
Sept6,0.28364792,0.017768888,0.14941366,0.3729029,0.21784213,0.26636025,0.20923638,0.031835143,0.1366838,0.14357318,0.23342417,0.04270715,0.10803891,0.14142878,0.5125812
Sept7,0.10136824,0.020789763,0.5664103,1.0519181,0.69286186,1.4279667,0.91264033,0.9310904,2.1239612,1.3323532,2.3455083,0.85136336,0.81607044,2.6309404,0.5370771
Sept8,0.015579421,0.063378446,0.06627487,0.18161185,0.100743085,0.056289602,0.13167305,0.15462725,0.3022638,0.13060603,0.37509024,0.039532874,0.12433042,0.1717716,0.106960826
Sept9,0.10286006,0.06098563,0.018877238,0.061159864,0.04741218,0.13164842,0.044338107,0.22667117,0.47563753,0.3324345,0.5800916,0.19760802,0.3239579,0.2511585,0.15082207
Serbp1,0.8874007,0.06508806,0.84129304,1.3159128,1.0394859,3.0595057,1.2498673,1.1543075,3.7073333,1.6316943,1.5511365,1.0190117,1.4498247,0.7720803,3.3101826
Serf1,0.016140677,0.007812988,0.0674393,0.116150744,0.08489167,0.38845268,0.04545091,0.048391856,0.6570331,0.16832416,0.5841404,0.57593685,0.0816986,0.08933166,0.08541072
Serf2,0.09772164,0.046209212,1.9529637,2.4771376,2.27491,8.474483,2.1618254,2.663465,5.753813,4.0386,4.9765296,1.5679902,3.8466725,1.8038057,1.4047863
Sergef,0.044538032,0.0035037005,0.004873688,0.09357546,0.010084019,0.0066295755,0.14720623,0.0087269405,0.12004104,0.019027533,0.047079224,0.068834715,0.077329084,0.015677223,0.079790495
Serhl,0.030591395,0.017204339,0.12171364,0.18490298,0.19159645,0.2404119,0.1107842,0.11176912,0.26914537,0.13935712,0.14601071,0.07692358,0.10482133,0.0871064,0.12529966
Serinc1,0.19884038,0.21519774,0.18366948,0.38540897,0.25974214,0.830571,0.24416576,0.4395093,1.00082,0.6160206,0.65235925,0.5843135,0.47070393,0.42907742,0.3731292
Serinc3,1.7149981,0.4895209,0.13636093,0.23738076,0.26109672,0.7655334,0.15552746,0.9365439,1.1830494,1.3376322,0.8033291,0.4287284,1.7168491,1.8282255,1.6133786
Serinc5,0.04839337,0.030054579,0.012808003,0.14192763,0.020197684,0.04053761,0.017865572,0.08654643,0.31156826,0.09225922,0.035715714,0.1112101,0.021692248,0.028018901,0.027908579
Serp1,1.5896447,0.010077916,0.13416302,0.15297908,0.16251616,0.48428416,0.22127484,0.14235827,2.037945,0.34307763,1.0300341,0.21970901,1.2685481,0.12774017,0.6579878
Serpina1b,0.06574775,0.009243482,0.012678903,0.00886513,0.010954518,0.0032791581,0.008688177,0.010983848,0.004408737,0.024288327,0.0008368231,0.49559334,0.00044752142,0.001174247,0.035579868
Serpina1d,0.05607951,0.013704632,0.00022903817,0.0042021084,0.0018490258,0.0013958425,0.0021478739,0.0016595455,0.0021061362,0.0032537514,0.00013868044,0.32405022,0.0003037981,0.00034687502,0.041130446
Serpina3f,0.010493353,0.006910939,0.00022409069,0.0031441567,0.0015468979,0.0012945479,0.0017516424,0.007743698,0.017579416,0.013169323,0.018096536,0.13830136,0.0018365147,0.0019671947,0.009791955
Serpina3g,0.013620492,0.009129965,0.000804014,0.00572943,0.004614836,0.0061281207,0.0026315367,0.044516563,0.13349608,0.10182552,0.08785619,0.082267076,0.0072569787,0.0072628995,0.2745412
Serpina3i,0.009107715,0.004364565,0.00050368335,0.007995957,0.0026050475,0.0021257899,0.0036451186,0.009645121,0.09358088,0.027516793,0.054447502,0.053096794,0.00062859786,0.0086166235,0.010180698
Serpina3n,0.010368349,0.00924365,0.0016973576,0.008991872,0.0019831683,0.01711635,0.008722554,0.008385603,0.3857803,0.025498604,0.17832501,0.3916393,0.02725347,0.037908018,0.013643396
Serpinb11,0.024634834,0.007728707,0.00030226193,0.003936164,0.001752603,0.0013647696,0.003402207,0.0001160501,0.0043830103,0.0054669306,0.00016038,0.30421588,0.0005327225,0.00032440526,0.022158863
Serpinb1a,0.031170148,0.0078049824,0.007507287,0.008823762,0.0061071147,0.04187965,0.044806365,0.035103537,1.5636984,0.1319132,0.084774055,0.034532756,0.08344176,0.1526927,0.24586092
Serpinb2,0.028146526,0.019678619,0.0029035301,0.008084568,0.0043608914,0.0020245344,0.0053877933,0.0042145043,0.38156435,0.013573503,0.021566696,0.2247933,0.52298707,0.0010485761,0.15218286
Serpinb5,0.010416178,0.004619776,0.00029860323,0.0061941603,0.0038122276,0.002231344,0.0015909148,0.00013730656,0.068266876,0.0015002261,0.00063808216,0.15961912,0.0011521805,0.00029027634,0.010592527
Serpinb6a,0.018981313,0.020973435,0.3017532,0.5485332,0.38988116,0.6344178,0.39992306,0.47276103,1.9084344,0.6024726,1.0924371,0.11633673,0.81319994,0.2832596,0.08953022
Serpinb6b,0.017412301,0.010311222,0.034375325,0.030277852,0.026856948,0.10894669,0.094290815,0.022221806,0.6898189,0.050134912,0.029014934,0.03357199,0.033776008,0.004006465,0.2969933
Serpinb8,0.0066493824,0.0035038337,0.00096973206,0.019331945,0.0045807078,0.011506441,0.007331532,0.005385045,0.05591329,0.02917882,0.0064487597,0.023708932,0.13070072,0.0012996077,0.011162767
Serpinb9,0.009372397,0.008938313,0.005317982,0.020739041,0.011598674,0.045577332,0.010091317,0.06501998,0.21289271,0.069162145,0.044858664,0.02441093,0.031222012,0.013788835,0.09949981
Serpinb9b,0.017580356,0.005130182,0.0004162405,0.0038442838,0.0017252495,0.0032993015,0.004677952,0.0005928443,0.039319087,0.016684052,0.009118717,0.24955049,0.0042424644,0.0005326616,0.046625968
Serpine1,0.017321719,0.025533278,0.04888096,0.04658149,0.06816252,0.109007604,0.97851586,0.08417891,0.97299623,0.4361113,0.46088564,0.2678565,0.12306004,0.31326586,0.07036119
Serpine2,0.032993276,0.11723796,0.08867594,0.15985225,0.112912856,0.28975138,0.08881612,0.17545368,0.38832942,0.441877,2.7685957,2.7041938,0.24010672,1.4436262,0.15591042
Serpinf1,0.015223037,0.030006485,0.014128215,0.030308591,0.010504821,0.09510338,0.024625804,0.17643449,0.6438645,0.070470594,1.0508108,0.20756425,0.08846766,0.03081377,0.07035458
Serping1,0.045691833,0.04964609,0.018509619,0.038345948,0.025613038,0.10221478,0.019562237,0.06942308,4.1297503,0.1828439,1.3423513,0.08289556,0.11785374,0.59653294,0.04663117
Serpinh1,0.37584436,0.66344666,0.9731159,1.3916022,1.2109901,2.6901011,1.2893871,3.0926394,14.259977,5.670271,10.046012,3.1142619,1.1035321,3.1952782,0.73833644
Serpini1,0.030169817,0.03948779,0.004555722,0.013902423,0.0028435718,0.033438582,0.0053678746,0.051412277,0.03613958,0.021022474,0.038257074,0.021012174,0.023131624,0.63322705,0.055202603
Sertad1,0.051413596,0.020110482,0.051187262,0.05812282,0.059733737,0.122898966,0.13000442,0.17324749,0.29991367,0.09572106,0.122938424,0.08317393,0.20223741,0.04476851,0.09448159
Sertad2,0.13478719,0.14906818,0.22981335,0.35815328,0.33299777,0.2348997,0.79616094,0.28520125,0.4420902,0.21498364,0.23824473,0.37823796,0.30397066,0.18949081,0.15986633
Sertad3,0.040782873,0.05138776,0.013425664,0.046662144,0.015616298,0.035679534,0.022301368,0.05792218,0.11577408,0.059338823,0.06810205,0.08821529,0.044049066,0.03966714,0.049236923
Sertad4,0.006105421,0.0064932187,0.0010015476,0.009780553,0.0037834242,0.014355909,0.003674881,0.011045656,0.12797524,0.25308856,0.112795465,0.024992492,0.0072877263,0.012245868,0.011437851
Sertm1,0.02076203,0.022723345,0.00020894091,0.0035154538,0.0025133335,0.0022844546,0.0018408292,0.0035210005,0.11569761,0.004075417,0.010476021,0.045324977,0.0039325817,0.0023525488,0.035102673
Sesn1,0.017212322,0.026801333,0.5716645,0.89139646,0.6640894,0.003797446,0.7889288,0.050881483,0.12177037,0.056365747,0.048648253,0.09356466,0.051409118,0.028776774,0.070289575
Sesn2,0.04134293,0.004379029,0.023261406,0.027787335,0.011070741,0.032512274,0.02269061,0.012910525,0.05136718,0.026149493,0.054806046,0.07149752,0.08022342,0.022763453,0.11425925
Sesn3,0.05457952,0.015827095,0.01403289,0.061676808,0.020152463,0.09401519,0.048127323,0.049651336,0.4212123,0.15856893,0.171199,0.08742905,0.035264716,0.12636766,0.08041631
Sestd1,0.018005602,0.0096827615,0.05178549,0.11546795,0.05640645,0.005416036,0.10766538,0.052598175,0.24373831,0.06460737,0.091293685,0.07292237,0.05360332,0.027279053,0.01663116
Set,0.3311008,0.012866053,0.2118511,0.30306873,0.2121488,0.9571963,0.25893703,0.4118647,2.1860228,0.7173487,0.70211554,0.51085013,0.6067277,0.18035404,2.02317
Setbp1,0.0119358385,0.00656881,0.26038662,0.64540607,0.52340204,0.0026113603,0.03427369,0.0066480506,0.03333649,0.07303375,0.07291037,0.04556129,0.004756174,0.032835796,0.010577657
Setd1a,0.02130125,0.015145815,0.032229975,0.08320998,0.040888403,0.007337529,0.038953725,0.03497456,0.072008,0.04703866,0.043537132,0.036045294,0.01935433,0.022046663,0.04441405
Setd1b,0.054023772,0.03158318,0.065526776,0.1530835,0.10297674,0.07491651,0.055939347,0.09838774,0.1443046,0.089499354,0.08905264,0.043856654,0.041271947,0.06799594,0.061664872
Setd2,0.1380823,0.07102187,0.027398098,0.53523487,0.12369085,0.0038098593,0.25113282,0.15451194,0.24044566,0.218905,0.18500596,0.17310503,0.12861149,0.094185054,0.10327226
Setd3,0.0646092,0.06207994,0.12781481,0.32451352,0.20853157,0.15917085,0.31746465,0.201738,0.36103973,0.24559505,0.21400736,0.23655422,0.17374323,0.14036763,0.18698432
Setd4,0.03779724,0.00933441,0.008843941,0.039923444,0.023054477,0.0030425359,0.019413386,0.036833446,0.04699316,0.05795218,0.0333835,0.049316633,0.022027921,0.024848767,0.033392936
Setd5,0.2324118,0.11188773,0.03517781,0.66919404,0.30062136,0.0042659678,0.58909893,0.32365865,0.5535293,0.49806017,0.425283,0.17364146,0.15754892,0.22971028,0.20743155
Setd7,0.024714788,0.019862976,0.019371666,0.09612106,0.053228136,0.054771625,0.18916923,0.059212312,0.28850225,0.07685874,0.14616762,0.04547524,0.028515838,0.042085372,0.020722603
Setdb1,0.017767457,0.023861831,0.03342831,0.17070726,0.06910646,0.0024998747,0.11969762,0.032343622,0.10064794,0.039111447,0.05412683,0.07020598,0.036286242,0.029070998,0.046107642
Setx,0.050517865,0.0091927415,0.017228303,0.2829759,0.07201436,0.009342207,0.092741005,0.109612405,0.15017743,0.099322535,0.06867385,0.043556344,0.045437947,0.056389015,0.07224927
Sez6l2,0.015165411,0.05357985,0.002961032,0.0042826748,0.012107959,0.018081026,0.009998625,0.19945034,0.014301857,0.0035733378,0.0053212447,0.024649315,0.008811063,0.025418451,0.01335196
Sf1,0.4133067,0.077814005,0.22975114,0.3418045,0.25684965,0.33664036,0.3669117,0.25487226,0.6981476,0.37746382,0.37070382,0.166076,0.43571967,0.19736819,0.50751096
Sf3a1,0.105212085,0.033689763,0.10331809,0.14052466,0.15501797,0.1879872,0.10612284,0.097851634,0.25461692,0.13870186,0.13195518,0.11127247,0.11696776,0.06558673,0.16964072
Sf3a2,0.053700227,0.007634393,0.045207072,0.07224592,0.051723745,0.06965416,0.035072047,0.057526868,0.24207915,0.0664113,0.084702455,0.07550341,0.08211147,0.027139267,0.22303542
Sf3a3,0.11851879,0.06078847,0.012212658,0.14552625,0.05493233,0.4017735,0.05290003,0.20019907,0.55266666,0.25941998,0.22068584,0.024844045,0.18865477,0.13195376,0.28602225
Sf3b1,1.42355,0.32612625,0.82603806,1.1738076,1.0215095,0.7880482,1.098534,0.9627072,1.8794106,1.2609408,1.2141777,0.7073703,1.1529667,0.7545324,1.5162675
Sf3b2,0.3300331,0.027605064,0.3616434,0.65058935,0.4506544,0.86461365,0.46584547,0.5103103,1.4841048,0.7814775,0.73481524,0.42642158,0.63769484,0.4064586,1.0239261
Sf3b3,0.10049683,0.039866567,0.008870119,0.2790711,0.060316555,0.013543476,0.2156246,0.10019479,0.4696037,0.18073848,0.18828587,0.062109176,0.102769844,0.081844606,0.20829031
Sf3b4,0.08154363,0.008082036,0.05942446,0.086370386,0.075281985,0.19182056,0.06384412,0.09632263,0.6093873,0.21749438,0.21477118,0.06730113,0.2055228,0.05636687,0.30783534
Sf3b5,0.047002632,0.010647658,0.14972429,0.27039954,0.23887241,0.7862579,0.18631196,0.2109844,1.7919881,0.77394414,0.71507734,0.24921179,0.61767083,0.16628619,0.5939853
Sf3b6,0.21492335,0.019907113,0.20980364,0.33424142,0.26843837,0.5639047,0.24732931,0.28221038,1.5857598,0.601414,0.61525226,0.21515827,0.7168484,0.19998002,1.1408532
Sfi1,0.012764035,0.009407475,0.21914138,0.3138088,0.2373335,0.0025860942,0.3806145,0.014826782,0.0715475,0.025612272,0.02112377,0.044446032,0.018938046,0.01100288,0.016472097
Sfmbt1,0.056481045,0.006251892,0.01062227,0.6362186,0.05923661,0.0030918627,0.020930527,0.033836663,0.09488216,0.046638764,0.06294493,0.09234991,0.09449186,0.038570896,0.040494703
Sfn,0.027693428,0.008484026,0.00041294598,0.0031951105,0.003628075,0.0057047447,0.009886883,0.0044586975,0.21787521,0.0040307483,0.0031476005,0.15787394,0.008285142,0.0012744475,0.023984427
Sfpq,1.3117363,0.26621714,0.94369507,1.6639694,1.1881115,1.2825922,1.2986807,0.984996,2.115062,1.4773233,1.2603831,0.44372392,1.2240354,0.7481388,1.7112261
Sfr1,0.033772983,0.015632853,0.14751498,0.20227276,0.21728133,0.60123223,0.23231265,0.25104716,1.4178288,0.74907416,0.97383577,0.5884483,0.28327447,0.1729135,0.5428907
Sfrp1,0.007012246,0.024887966,0.012225643,0.07437741,0.039255165,0.18863502,0.008782285,0.024404988,1.1271616,0.045520216,0.9633318,2.1027682,0.055362634,0.036321104,0.044717215
Sfrp2,0.017742747,0.012370425,0.010414154,0.013701492,0.014390711,0.08041322,0.0032806164,0.016327683,2.3682497,0.038469948,0.45669857,0.041488104,0.044036996,0.01696764,0.046451267
Sfrp4,0.22541016,0.15505561,0.00029665005,0.0057070497,0.0018534518,0.0037433298,0.002344429,0.00015807018,0.0075245164,0.0030035896,0.005228485,0.49719283,0.00035704716,0.00061769306,0.276182
Sfrp5,0.0072121727,0.0040600677,0.0006183078,0.0033722494,0.0035249328,0.0021476743,0.0029733274,0.00015179778,0.007087474,0.0014394767,0.00091494573,0.47304294,0.0008287118,0.00029171995,0.0068967394
Sfswap,0.111057214,0.047056783,0.06751065,0.25902048,0.096062176,0.003365757,0.22438534,0.1585286,0.23694283,0.22759569,0.1617193,0.17660409,0.10545879,0.11191533,0.10813822
Sft2d1,0.04854316,0.03762506,0.0021599291,0.018427297,0.013285869,0.033065535,0.007733683,0.08408265,0.1081498,0.13546605,0.06968765,0.1528165,0.15553452,0.037681624,0.07847432
Sft2d2,0.033991467,0.018265074,0.035724178,0.04913122,0.044302408,0.15526344,0.046124056,0.07260415,0.38577917,0.23368062,0.019693071,0.044752896,0.099829644,0.016114973,0.06722308
Sft2d3,0.022300899,0.014891917,0.008693391,0.03696971,0.014501023,0.03655833,0.013815564,0.048130568,0.1037322,0.06782528,0.05136376,0.022869393,0.029465344,0.025507268,0.043744892
Sfta2,0.19855714,0.04142358,0.00341722,0.016495883,0.0071975207,0.0018480131,0.012389314,0.00017040914,0.009777742,0.005552159,0.0022913918,0.93495834,0.0007667114,0.00083090307,0.18393534
Sftpa1,0.041442644,0.011479564,0.00021360713,0.0038569267,0.0019234089,0.0015826281,0.0021201852,0.0002837708,0.00189722,0.0045005092,0.010572787,0.4090877,0.0008298723,0.000573295,0.033079874
Sftpb,0.021878008,0.006557919,0.0014411497,0.0061121173,0.0014718152,0.0022069311,0.010272902,0.00035867,0.0020073485,0.002544962,0.007102849,0.15563324,0.0005273037,0.0003328374,0.015466576
Sftpc,0.022215396,0.010144308,0.00023189448,0.0034738733,0.0015912737,0.0014674523,0.0017786544,0.0027967277,0.014075401,0.003545059,0.13974544,0.2419556,0.009481035,0.0011092817,0.034278445
Sftpd,0.039982777,0.010119929,0.0008745373,0.0041650375,0.0027147601,0.002119883,0.0019993084,0.00019781156,0.0039665247,0.0016276513,0.0022566416,0.4587157,0.00037026897,0.0003719131,0.02837529
Sfxn1,0.1189251,0.013098152,0.07729559,0.11451152,0.10560588,0.08208208,0.16139212,0.08902804,0.75912046,0.27841032,0.35150757,0.041769616,0.19398548,0.21246335,0.3830222
Sfxn3,0.013388973,0.0098591065,0.013694546,0.028854346,0.015527354,0.060938966,0.04383328,0.09161373,0.5683455,0.22143954,0.14630103,0.10336155,0.1029865,0.076825,0.051097542
Sfxn5,0.03136986,0.0065769483,0.02967439,0.07462308,0.03550823,0.0018608666,0.06851331,0.020315597,0.13583454,0.015365239,0.023570936,0.02718892,0.08282269,0.01865578,0.0057769152
Sgca,0.0078455275,0.0038009307,0.2223971,0.15936145,0.25237548,0.1873009,0.073084526,0.0032652495,0.0023288822,0.0045434567,0.004711386,0.022894396,0.0013501631,0.06898621,0.005701652
Sgcb,0.0106743155,0.037903566,0.28867856,0.37245196,0.3113343,0.32583746,0.22815403,0.110886656,0.36052662,0.27716845,0.38689265,0.19545287,0.06958322,0.20698819,0.07093276
Sgcd,0.0070757256,0.0031242825,2.8871238,5.1328197,3.2395604,0.0060613677,3.8581555,0.0014561784,0.026740497,0.025610734,0.01653754,0.044553366,0.002143976,0.0011789859,0.005565196
Sgce,0.053593088,0.10492153,0.02827811,0.2644014,0.07722725,0.012671648,0.06809015,0.33896783,0.53755116,0.58096737,0.64270353,0.23790231,0.063662864,0.296414,0.07121943
Sgcg,0.0058865417,0.0036232313,1.1017697,1.8721293,1.2965515,0.51325256,0.6420767,0.002741544,0.0016024364,0.0019348112,0.0028414454,0.022681171,0.0022848386,0.0018696808,0.005341127
Sgf29,0.096209206,0.044784788,0.048956838,0.13741292,0.0701611,0.08711144,0.045079138,0.12130527,0.25894922,0.11483763,0.08777404,0.039066017,0.094251364,0.068149015,0.14260131
Sgip1,0.010695116,0.0036267731,0.0004358529,0.009387928,0.0037412748,0.007841027,0.0025459004,0.0030910713,0.0025270323,0.17772204,0.004840518,0.12428224,0.00317991,0.07231759,0.009369127
Sgk1,0.03538037,0.1359179,0.035583466,0.050937284,0.031502716,0.1203016,0.039700724,1.700813,0.22432537,0.60670054,0.14908025,0.060906418,0.3280414,0.039486855,0.02985087
Sgk3,0.043555167,0.030155813,0.03355509,0.14685254,0.05550127,0.0041293693,0.015524274,0.048484284,0.07544745,0.12414034,0.0526134,0.042906474,0.20081891,0.02206272,0.114836454
Sgms1,0.13031061,0.08832175,0.03834336,0.43264806,0.16487977,0.003432093,0.5617134,0.26609206,0.24853504,0.3675283,0.1550992,0.13190728,0.18159074,0.08264342,0.103925884
Sgms2,0.05042433,0.029781023,0.0038291933,0.008452704,0.005059192,0.0073114545,0.0791293,0.013927958,0.12216912,0.037568394,0.075980835,0.02650378,0.20596288,0.020191891,0.010709297
Sgpl1,0.07465669,0.012425867,0.006009652,0.05908668,0.02689905,0.045386285,0.084977925,0.03611387,0.25834867,0.09003414,0.1515307,0.13345636,0.6290778,0.056877,0.08560518
Sgpp1,0.042560287,0.02210341,0.005072741,0.048023738,0.039033905,0.048578925,0.02686813,0.02355223,0.51284677,0.07011696,0.13865463,0.110494666,0.087738164,0.09215388,0.056528363
Sgsm2,0.044706605,0.0057528927,0.1378086,0.1685738,0.117229424,0.004121233,0.09711104,0.024034996,0.17944388,0.02776888,0.044889253,0.04669135,0.017638229,0.040234674,0.05206269
Sgsm3,0.024074623,0.019324187,0.012846691,0.07721361,0.013058623,0.0043511074,0.027329858,0.04781323,0.072069876,0.052422483,0.032683462,0.11287661,0.03004731,0.018381217,0.045301363
Sgta,0.087026104,0.017937463,0.21336645,0.27853206,0.2362294,0.4923692,0.22463842,0.22965348,0.76545924,0.35786462,0.4382735,0.1554476,0.35590494,0.14781593,0.2064579
Sh2b1,0.07933252,0.01082295,0.10336938,0.1959212,0.13138483,0.14847049,0.13764615,0.06653817,0.18987294,0.10080055,0.10466699,0.039929405,0.044197023,0.05642373,0.05893718
Sh2b3,0.099544436,0.03662851,0.026152156,0.03749923,0.020323182,0.09034565,0.03076737,0.21910176,0.08547484,0.20341757,0.122395724,0.03053099,0.1446847,0.14879937,0.09097183
Sh2d1a,0.012656306,0.0053036944,0.0006724506,0.004739819,0.0042333677,0.0017039826,0.002578172,0.00033580014,0.0019445635,0.002123447,0.0003293545,0.11139948,0.0005335746,0.0004499972,0.105522424
Sh2d1b1,0.007392839,0.0065302067,0.00031734633,0.0057372916,0.0016261758,0.0013261114,0.003056702,0.00052176625,0.009655984,0.0014499362,0.0007203088,0.040441133,0.048146736,0.00049920584,0.01937367
Sh2d3c,0.04380548,0.11761702,0.0016958357,0.029906997,0.0077030463,0.04964867,0.0066435197,0.32540163,0.041652072,0.4046975,0.053600445,0.07101715,0.096455604,0.110912226,0.052346054
Sh2d4a,0.006168378,0.009797883,0.19569905,0.22331533,0.25123507,0.016537733,0.29013574,0.0026830267,0.15814017,0.0049410244,0.00304444,0.04811505,0.00198697,0.0014009645,0.005147694
Sh2d5,0.014087194,0.006351271,0.00021751331,0.0029490858,0.0015333033,0.0012565695,0.0016281992,0.00633278,0.06578363,0.011237931,0.0023039607,0.053493306,0.0051514064,0.0004827151,0.02249618
Sh3bgr,0.11127008,0.025376465,0.49902514,0.6567998,0.7038046,2.8278525,0.42719373,0.035433024,0.12077652,0.041762702,0.051706012,0.045626458,0.052398723,0.18096371,0.03863486
Sh3bgrl,0.09681258,0.07677006,0.12943177,0.45581678,0.14539933,0.35027865,0.1623012,0.6722494,0.9853261,0.76008654,0.92665434,0.36311513,1.0291253,0.9254646,0.47680867
Sh3bgrl3,0.0726635,0.023289673,0.11417318,0.17192088,0.15742527,0.5012471,0.13413046,1.0646005,1.23176,0.94380665,0.541316,0.13848786,2.6136901,0.08477082,1.1505382
Sh3bp1,0.10190755,0.03664227,0.03142048,0.087880485,0.062375054,0.13605002,0.05238488,0.031411763,0.26657537,0.10224309,0.14468321,0.03937851,0.2423516,0.052914273,0.15027331
Sh3bp4,0.0115263,0.029771997,0.022361131,0.105289735,0.062492017,0.096338734,0.060719594,0.08177967,0.19997504,0.09080198,0.07780741,0.022607984,0.012310241,0.032817468,0.010525581
Sh3bp5,0.133092,0.08318262,0.11166465,0.1528553,0.13733415,0.14870569,0.12025863,0.24632566,0.2658515,0.20810083,0.39568794,0.08650595,0.21063136,0.035478473,0.0410342
Sh3bp5l,0.022220382,0.011453617,0.10611077,0.06786981,0.09337006,0.08198902,0.32089078,0.03702596,0.17227851,0.05121824,0.043881666,0.025748521,0.023556005,0.027105441,0.05530663
Sh3d19,0.01933637,0.030529307,0.0009614665,0.10171847,0.005503742,0.0034533772,0.012685565,0.048393674,0.40072963,0.240748,0.23461494,0.15985112,0.021943377,0.03390064,0.0276639
Sh3d21,0.0068584825,0.027801832,0.008871587,0.027437918,0.0128889615,0.0056523373,0.005048108,0.08669038,0.14039032,0.056247953,0.057568315,0.04482469,0.009557617,0.1271963,0.013290026
Sh3gl1,0.08014793,0.08489614,0.01716968,0.20651175,0.04775554,0.009834954,0.18792284,0.20591204,0.64498657,0.30959874,0.45047548,0.29503223,0.14235419,0.12485236,0.08949456
Sh3glb1,0.1975793,0.47414556,0.6954076,0.9887549,0.81504446,1.3262237,0.89463204,1.1483284,2.0807889,1.4219505,1.3435757,0.76848435,1.4424618,0.44202724,0.5473661
Sh3glb2,0.033599783,0.03308243,0.27645558,0.27461517,0.2749908,0.28522784,0.15915297,0.31252727,0.56937337,0.33606797,0.18363023,0.09585535,0.13689233,0.20256151,0.15528497
Sh3kbp1,0.19293581,0.036225017,0.31883207,0.6142909,0.56344837,0.36949664,0.023830168,0.15628067,0.12712783,0.067817666,0.21560624,0.21678267,0.37820774,0.10127894,0.2815966
Sh3pxd2a,0.051276233,0.051313438,0.037340853,0.2871447,0.09702865,0.034720115,0.1378132,0.16255711,0.24499439,0.20196855,0.34971067,0.5945916,0.07072567,0.14066833,0.05002456
Sh3pxd2b,0.018315941,0.03723295,0.00051929767,0.014283334,0.003217491,0.06667387,0.0025089781,0.07498536,0.26829425,0.34528124,0.36075994,0.3100536,0.20252721,0.064250395,0.03528895
Sh3rf1,0.019608801,0.01713046,0.00045505943,0.015067295,0.0032418265,0.0034573274,0.0055649164,0.063373,0.60903126,0.4256132,0.1508955,0.05591425,0.023110071,0.05968453,0.0056071407
Sh3rf2,0.006683535,0.003716557,0.14391363,0.1801404,0.1351879,0.004040539,0.13295275,0.00024339535,0.00457494,0.0038275274,0.00031594723,0.026527988,0.00034346216,0.00086256553,0.0062680966
Shank3,0.0067785108,0.021079767,0.00042108333,0.0063910624,0.0036632163,0.014348379,0.0038519956,0.13566792,0.012402097,0.70308495,0.0032406452,0.04161775,0.0011973082,0.0051188054,0.025891738
Sharpin,0.06579363,0.017772939,0.046604887,0.066596515,0.047992494,0.055942222,0.0516861,0.075913414,0.15764306,0.10445967,0.082137056,0.0613153,0.10093568,0.043760397,0.09484243
Shb,0.01797794,0.0058452967,0.3547949,0.41478473,0.4979212,0.049172297,1.1995174,0.041095216,0.47641402,0.044423934,0.027160835,0.045405965,0.022796983,0.012962713,0.027391149
Shc1,0.063730896,0.01634471,0.060786806,0.08759324,0.080673195,0.14058734,0.08684579,0.15138753,0.6440467,0.48023418,0.23910318,0.052962027,0.12380439,0.12604247,0.1479163
Shcbp1,0.062149055,0.01709972,0.0020454875,0.9142748,0.012136846,0.058862943,0.0030583746,0.06880881,0.20690432,0.10636195,0.09769896,0.063581586,0.06380005,0.086306356,0.035564765
She,0.006070828,0.04493531,0.0028323373,0.01477695,0.010590806,0.050481588,0.0039138724,0.31622225,0.028733153,0.41154477,0.01863455,0.02439175,0.017484799,0.03594722,0.013751978
Shisa4,0.011670717,0.009453029,0.008117968,0.017133314,0.0069500385,0.03839762,0.041492138,0.04267286,0.27976513,0.17626834,0.22888035,0.31956476,0.024429262,0.11239317,0.018643484
